,RedFighter,BlueFighter,WeightClass,Gender,NumberOfRounds,RedAge,RedHeightCms,RedReachCms,RedWeightLbs,RedStance,RedWins,RedWinsBySubmission,RedCurrentWinStreak,RedLosses,RedCurrentLoseStreak,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedTotalRoundsFought,BlueAge,BlueHeightCms,BlueReachCms,BlueWeightLbs,BlueStance,BlueWins,BlueWinsBySubmission,BlueCurrentWinStreak,BlueLosses,BlueCurrentLoseStreak,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueTotalRoundsFought,Result,RedWinsByDecision,RedWinsByKO/TKO,BlueWinsByDecision,BlueWinsByKO/TKO
1203,Joselyne Edwards,Ji Yeon Kim,1,0,1,26,172.72,177.8,135,1.0,2,0,1,2,0,4.35,0.51,0.4,0.88,0.33,12,32,170.18,182.88,125,1.0,3,0,0,5,3,5.37,0.36,0.1,0.0,0.0,23,0,2,0,2,1
1204,Nicolae Negumereanu,Ihor Potieria,6,1,1,27,182.88,198.12,205,1.0,3,0,3,1,0,3.58,0.41,0.0,1.02,0.28,10,26,190.5,190.5,185,0.0,1,0,1,0,0,5.13,0.5,0.0,0.0,0.0,1,0,2,1,0,1
1205,Orion Cosce,Blood Diamond,4,1,1,28,180.34,180.34,170,1.0,1,0,0,1,1,2.77,0.53,0.0,1.92,0.4,5,34,180.34,193.04,170,1.0,0,0,0,1,1,3.12,0.55,0.0,0.0,0.0,1,0,0,1,0,0
1206,Curtis Blaydes,Tom Aspinall,7,1,0,31,193.04,203.2,265,1.0,11,0,2,3,0,3.54,0.5,0.0,5.69,0.53,37,29,195.58,198.12,256,1.0,5,2,5,0,0,8.07,0.67,1.6,3.27,1.0,6,0,5,6,0,3
1207,Jack Hermansson,Chris Curtis,5,1,1,34,185.42,195.58,185,1.0,9,3,0,5,1,5.09,0.44,0.4,1.53,0.3,34,35,177.8,190.5,185,1.0,4,0,4,0,0,5.76,0.51,0.0,0.0,0.0,9,0,3,3,1,3
1208,Paddy Pimblett,Jordan Leavitt,3,1,1,27,177.8,185.42,155,1.0,2,1,2,0,0,4.94,0.53,2.1,0.91,0.25,2,27,175.26,180.34,155,0.0,4,2,2,1,0,2.55,0.61,1.1,2.19,0.25,10,0,0,1,1,1
1209,Nikita Krylov,Alexander Gustafsson,6,1,1,30,190.5,195.58,205,1.0,8,4,0,7,2,4.38,0.55,1.4,2.29,0.38,27,35,195.58,200.66,205,1.0,10,2,0,7,3,4.03,0.4,0.4,1.53,0.39,43,0,1,3,3,5
1210,Molly McCann,Hannah Goldy,0,0,1,32,162.56,157.48,115,1.0,5,0,2,3,0,5.39,0.49,0.5,1.84,0.36,23,30,162.56,154.94,115,1.0,2,1,1,2,0,5.19,0.47,0.2,0.66,0.12,10,0,4,1,1,0
1211,Paul Craig,Volkan Oezdemir,6,1,1,34,190.5,193.04,185,1.0,8,6,5,4,0,2.45,0.46,1.6,1.68,0.2,23,32,187.96,190.5,205,1.0,5,0,0,5,2,4.79,0.48,0.1,0.56,0.33,23,1,0,2,2,3
1212,Mason Jones,Ludovit Klein,3,1,1,27,177.8,187.96,155,1.0,1,0,1,1,0,5.61,0.44,0.0,3.16,0.45,8,27,170.18,182.88,155,0.0,2,0,1,2,0,3.93,0.55,0.0,1.66,0.5,10,1,1,0,1,1
1213,Marc Diakiese,Damir Hadzovic,3,1,1,29,177.8,185.42,155,1.0,6,0,1,5,0,2.54,0.4,0.0,3.29,0.43,28,35,175.26,177.8,155,1.0,4,0,1,4,0,3.36,0.48,0.2,0.78,0.55,19,0,4,2,2,2
1214,Nathaniel Wood,Charles Rosa,2,1,1,29,167.64,175.26,145,1.0,4,3,0,2,1,5.75,0.51,0.5,1.56,0.48,16,35,175.26,175.26,145,1.0,5,2,0,7,2,3.08,0.36,1.0,1.67,0.35,34,0,1,0,3,0
1215,Makwan Amirkhani,Jonathan Pearce,2,1,1,33,177.8,182.88,145,0.0,7,4,1,5,0,1.33,0.44,1.1,3.96,0.43,26,30,182.88,180.34,145,1.0,4,1,3,1,0,5.32,0.54,0.8,5.24,0.5,11,1,2,1,1,2
1216,Muhammad Mokaev,Charles Johnson,0,1,1,21,170.18,177.8,125,1.0,1,1,1,0,0,1.61,0.45,0.8,5.29,0.41,1,31,175.26,177.8,125,1.0,0,0,0,0,0,4.83,0.51,0.5,0.38,0.2,0,0,0,0,0,0
1217,Jai Herbert,Kyle Nelson,3,1,1,34,185.42,195.58,155,1.0,1,0,0,3,1,3.16,0.42,0.0,0.5,0.23,8,31,180.34,180.34,145,1.0,1,0,0,3,1,3.65,0.45,0.6,1.1,0.2,9,0,0,1,0,1
1218,Mandy Bohm,Victoria Leonardo,0,0,1,32,170.18,180.34,125,1.0,0,0,0,1,1,2.51,0.45,0.7,0.72,0.18,3,32,165.1,162.56,125,1.0,1,0,0,2,2,3.22,0.38,0.0,1.57,0.27,6,1,0,0,0,1
1219,Claudio Silva,Nicolas Dalby,4,1,1,39,180.34,180.34,170,0.0,5,3,0,2,2,2.48,0.42,1.1,2.85,0.26,17,37,180.34,187.96,170,1.0,3,0,0,3,1,4.06,0.43,0.1,1.01,0.27,22,1,2,0,3,0
1220,Brian Ortega,Yair Rodriguez,2,1,0,31,172.72,175.26,145,1.0,7,3,0,2,1,4.07,0.38,1.2,1.17,0.27,30,29,180.34,180.34,145,1.0,8,0,0,2,1,4.65,0.46,0.7,0.69,0.27,34,1,1,3,5,3
1221,Michelle Waterson-Gomez,Amanda Lemos,0,0,1,36,160.02,157.48,115,1.0,8,4,0,5,1,3.42,0.46,0.6,1.39,0.33,41,35,162.56,165.1,115,0.0,5,1,0,2,1,3.16,0.54,0.8,0.9,0.63,12,1,4,0,2,2
1222,Li Jingliang,Muslim Salikhov,4,1,1,34,182.88,180.34,170,1.0,10,0,0,5,1,4.46,0.42,0.0,1.19,0.41,34,38,180.34,177.8,170,1.0,5,0,5,1,0,3.32,0.49,0.0,1.12,0.33,14,0,3,7,3,2
1223,Matt Schnell,Sumudaerji,0,1,1,32,172.72,177.8,125,1.0,5,2,0,4,1,4.23,0.38,1.0,0.59,0.44,18,26,172.72,182.88,125,0.0,3,0,3,1,0,4.64,0.54,0.6,0.29,1.0,9,0,3,0,2,1
1224,Shane Burgos,Charles Jourdain,2,1,1,31,180.34,190.5,145,1.0,7,1,1,3,0,7.4,0.52,0.4,0.43,0.44,28,26,175.26,175.26,145,1.0,4,1,2,3,0,5.48,0.48,0.5,0.35,0.23,21,0,4,2,1,2
1225,Lauren Murphy,Miesha Tate,0,0,1,38,165.1,170.18,125,1.0,7,1,0,5,1,4.05,0.39,0.1,1.03,0.25,36,35,167.64,165.1,135,1.0,12,4,0,7,1,2.62,0.45,1.3,2.02,0.31,56,0,4,2,7,1
1226,Punahele Soriano,Dalcha Lungiambula,5,1,1,29,180.34,182.88,170,0.0,3,0,0,2,2,4.89,0.53,0.0,1.48,0.56,11,34,172.72,193.04,185,1.0,2,0,0,3,2,3.07,0.45,0.0,2.14,0.45,13,0,1,2,1,1
1227,Ricky Simon,Jack Shore,1,1,1,29,167.64,175.26,135,1.0,8,2,4,2,0,2.99,0.43,0.3,5.2,0.44,26,27,172.72,180.34,145,1.0,5,2,5,0,0,3.75,0.58,0.7,3.1,0.38,14,0,5,1,3,0
1228,Bill Algeo,Herbert Burns,2,1,1,33,182.88,185.42,145,1.0,2,0,1,3,0,5.88,0.51,0.1,1.03,0.5,15,34,175.26,185.42,145,1.0,3,2,0,1,1,1.86,0.36,1.8,2.94,0.34,5,0,2,0,0,1
1229,Dustin Jacoby,Da Woon Jung,6,1,1,34,190.5,193.04,205,1.0,6,0,6,2,0,5.5,0.47,0.0,0.36,0.25,23,28,193.04,198.12,205,1.0,4,1,4,0,0,3.49,0.43,0.2,1.9,0.5,11,0,4,2,1,2
1230,Dwight Grant,Dustin Stoltzfus,5,1,1,37,185.42,193.04,185,1.0,4,0,0,4,2,3.29,0.36,0.0,0.61,1.0,18,30,182.88,190.5,185,1.0,1,0,0,3,3,3.51,0.44,1.0,2.45,0.41,10,1,2,2,0,1
1231,Jessica Penne,Emily Ducote,0,0,1,39,165.1,170.18,115,1.0,6,3,2,4,0,2.52,0.31,0.6,1.32,0.21,25,28,157.48,160.02,115,1.0,0,0,0,0,0,7.45,0.52,0.0,0.2,0.14,0,1,2,1,0,0
1232,Rafael Dos Anjos,Rafael Fiziev,3,1,0,37,172.72,177.8,170,0.0,20,4,2,11,0,3.48,0.47,0.6,1.95,0.35,96,29,172.72,180.34,155,1.0,5,0,5,1,0,4.9,0.51,0.0,0.29,0.4,14,1,12,4,3,2
1233,Caio Borralho,Armen Petrosyan,5,1,1,29,185.42,190.5,185,0.0,3,0,3,0,0,3.61,0.6,0.5,1.56,0.6,7,31,190.5,180.34,185,1.0,2,0,2,0,0,5.69,0.52,0.0,0.22,0.33,4,0,2,1,1,1
1234,Douglas Silva de Andrade,Said Nurmagomedov,1,1,1,37,170.18,172.72,135,1.0,6,1,2,4,0,3.54,0.38,0.2,0.55,0.42,25,30,172.72,177.8,135,1.0,4,1,2,1,0,3.55,0.47,1.4,1.01,0.16,9,1,3,2,1,2
1235,Jared Vanderaa,Chase Sherman,7,1,1,30,193.04,203.2,265,1.0,2,0,0,4,3,4.96,0.44,0.0,0.18,0.5,12,32,193.04,198.12,250,1.0,3,0,0,9,4,6.04,0.45,0.0,0.09,0.5,27,1,1,1,1,2
1236,Aiemann Zahabi,Ricky Turcios,1,1,1,34,172.72,172.72,135,1.0,2,0,1,2,0,3.43,0.43,0.0,0.2,0.16,10,29,175.26,180.34,135,1.0,1,0,1,1,0,4.63,0.37,0.5,0.89,0.25,6,0,1,1,1,0
1237,Michael Johnson,Jamie Mullarkey,3,1,1,36,177.8,185.42,155,0.0,12,0,1,13,0,4.27,0.39,0.0,0.62,0.41,63,27,182.88,187.96,155,1.0,2,0,0,3,1,4.39,0.46,0.1,2.31,0.34,11,1,7,5,0,2
1238,Cody Brundage,Tresean Gore,5,1,1,28,182.88,182.88,185,1.0,1,1,1,2,0,1.62,0.54,0.9,2.31,0.5,5,28,182.88,190.5,185,1.0,0,0,0,1,1,3.04,0.53,1.2,3.04,0.71,3,0,0,0,0,0
1239,Antonina Shevchenko,Cortney Casey,0,0,1,37,172.72,170.18,125,0.0,4,1,0,4,2,3.86,0.55,0.4,0.43,0.42,19,35,170.18,170.18,125,1.0,6,2,1,8,0,4.29,0.39,0.5,0.39,0.31,36,0,1,2,3,1
1240,David Onama,Garrett Armfield,2,1,1,28,180.34,187.96,145,1.0,1,0,1,1,0,5.04,0.48,0.5,0.67,0.17,4,25,167.64,177.8,135,1.0,0,0,0,0,0,5.59,0.55,0.4,0.0,0.0,0,0,0,1,0,0
1241,Kennedy Nzechukwu,Karl Roberson,6,1,1,30,195.58,210.82,205,0.0,5,0,0,3,2,5.13,0.45,0.2,0.6,0.45,19,31,185.42,187.96,205,0.0,5,2,0,5,3,2.57,0.51,0.5,0.72,0.4,17,0,2,3,2,1
1242,Ronnie Lawrence,Saidyokub Kakhramonov,1,1,1,30,172.72,172.72,135,1.0,3,0,3,0,0,2.78,0.56,0.2,6.75,0.77,9,26,172.72,175.26,135,1.0,1,1,1,0,0,2.05,0.51,1.9,6.63,0.48,3,1,2,1,0,0
1243,Israel Adesanya,Jared Cannonier,5,1,0,32,193.04,203.2,185,1.0,11,0,2,1,0,4.0,0.48,0.1,0.05,0.12,43,38,180.34,195.58,185,1.0,8,0,2,5,0,4.49,0.5,0.0,0.42,0.46,30,0,7,4,2,6
1244,Alexander Volkanovski,Max Holloway,2,1,0,33,167.64,180.34,145,1.0,11,0,11,0,0,6.16,0.56,0.2,1.78,0.37,37,30,180.34,175.26,145,1.0,19,2,2,6,0,7.17,0.48,0.3,0.25,0.53,80,0,7,4,8,9
1245,Sean Strickland,Alex Pereira,5,1,1,31,185.42,193.04,185,1.0,12,1,6,3,0,6.01,0.42,0.2,0.78,0.64,43,34,193.04,200.66,205,1.0,2,0,2,0,0,5.23,0.63,0.3,0.17,1.0,5,1,8,3,1,1
1246,Robbie Lawler,Bryan Barberena,4,1,1,40,180.34,187.96,170,0.0,20,0,1,14,0,3.85,0.47,0.0,0.65,0.64,94,33,182.88,182.88,185,0.0,8,1,2,6,0,5.35,0.48,0.3,0.13,0.22,37,1,7,13,4,3
1247,Brad Riddell,Jalin Turner,3,1,1,30,170.18,180.34,155,1.0,4,0,0,1,1,4.71,0.53,0.0,1.77,0.36,15,27,190.5,195.58,155,0.0,6,2,4,2,0,5.6,0.48,1.1,0.79,0.55,13,1,4,0,0,4
1248,Jim Miller,Donald Cerrone,4,1,1,38,172.72,180.34,155,0.0,23,10,2,15,0,2.99,0.42,1.7,1.53,0.44,87,39,185.42,185.42,155,1.0,29,10,0,16,5,4.41,0.46,1.2,1.16,0.33,104,0,8,5,9,10
1249,Ian Garry,Gabe Green,4,1,1,24,190.5,187.96,170,1.0,2,0,2,0,0,5.5,0.55,0.3,0.77,0.55,4,29,177.8,185.42,155,1.0,2,0,2,1,0,6.28,0.45,0.3,0.83,0.5,8,0,1,1,1,1
1250,Brad Tavares,Dricus Du Plessis,5,1,1,34,185.42,187.96,185,1.0,14,0,2,6,0,3.38,0.43,0.0,0.78,0.26,55,28,185.42,193.04,185,1.0,2,0,2,0,0,6.18,0.49,0.9,3.04,0.5,3,1,12,2,0,2
1251,Uriah Hall,Andre Muniz,5,1,1,37,182.88,200.66,185,1.0,10,0,0,8,1,3.23,0.48,0.1,0.54,0.38,42,32,185.42,198.12,185,0.0,6,4,6,0,0,1.97,0.5,1.2,4.23,0.5,10,1,2,8,2,0
1252,Jessica Eye,Maycee Barber,0,0,1,35,167.64,167.64,125,1.0,5,0,0,9,3,3.86,0.37,0.5,0.58,0.4,45,24,165.1,165.1,125,1.0,6,0,2,2,0,4.7,0.53,0.1,1.44,0.43,20,1,4,1,2,4
1253,Jessica-Rose Clark,Julija Stoliarenko,1,0,1,34,165.1,162.56,135,1.0,4,0,0,3,1,3.73,0.51,0.3,1.66,0.42,19,29,170.18,167.64,125,1.0,0,0,0,4,4,2.49,0.39,1.7,0.93,0.27,12,1,3,1,0,0
1254,Arman Tsarukyan,Mateusz Gamrot,3,1,0,25,170.18,182.88,155,1.0,5,0,5,1,0,3.79,0.48,0.0,3.25,0.37,15,31,177.8,177.8,155,0.0,3,1,3,1,0,3.23,0.5,0.1,5.25,0.35,8,1,3,2,0,2
1255,Neil Magny,Shavkat Rakhmonov,4,1,1,34,190.5,203.2,170,1.0,19,1,2,7,0,3.44,0.46,0.2,2.15,0.4,72,27,185.42,195.58,170,1.0,3,2,3,0,0,4.12,0.61,1.8,1.49,0.29,4,1,13,5,0,1
1256,Josh Parisian,Alan Baudot,7,1,1,32,193.04,200.66,265,1.0,3,0,0,2,1,4.55,0.48,0.2,0.98,0.33,11,34,190.5,200.66,243,1.0,0,0,0,2,2,5.36,0.58,0.0,0.0,0.0,6,0,1,2,0,0
1257,Thiago Moises,Christos Giagos,3,1,1,27,175.26,177.8,155,1.0,5,1,0,4,2,2.39,0.4,1.3,1.47,0.35,23,32,177.8,180.34,155,1.0,5,2,0,5,1,3.03,0.41,0.4,2.84,0.36,22,0,3,1,3,0
1258,Nate Maness,Umar Nurmagomedov,1,1,1,30,177.8,182.88,125,1.0,3,1,3,0,0,3.14,0.5,0.7,0.68,0.75,7,26,172.72,175.26,135,1.0,2,2,2,0,0,4.46,0.63,0.4,3.98,0.5,3,1,1,1,0,0
1259,Chris Curtis,Rodolfo Vieira,5,1,1,34,177.8,190.5,185,1.0,3,0,3,0,0,5.76,0.51,0.0,0.0,0.0,6,32,182.88,185.42,185,1.0,3,3,1,1,0,3.19,0.54,1.6,4.18,0.3,8,0,0,3,0,0
1260,Carlos Ulberg,Tafon Nchukwi,6,1,1,31,193.04,195.58,205,1.0,2,0,1,1,0,7.41,0.59,0.3,0.95,0.75,6,27,182.88,195.58,185,1.0,3,0,0,2,1,5.57,0.52,0.0,0.76,0.57,14,0,1,1,2,1
1261,Shayilan Nuerdanbieke,TJ Brown,2,1,1,28,172.72,175.26,145,1.0,1,0,1,1,0,1.95,0.45,0.2,3.3,0.35,6,32,175.26,182.88,145,1.0,3,1,2,2,0,3.37,0.44,1.3,3.41,0.57,14,0,1,0,2,0
1262,Raulian Paiva,Sergey Morozov,1,1,1,26,172.72,175.26,135,1.0,4,0,0,3,1,4.14,0.42,0.2,0.65,0.23,16,33,167.64,170.18,135,1.0,1,0,0,2,1,3.01,0.43,0.0,3.63,0.31,7,1,3,1,1,0
1263,JP Buys,Cody Durden,0,1,1,26,165.1,170.18,135,1.0,1,1,0,3,2,1.88,0.39,2.3,1.55,0.25,8,31,170.18,170.18,125,0.0,1,0,0,2,1,3.19,0.5,0.8,4.6,0.5,8,1,0,0,1,0
1264,Brian Kelleher,Mario Bautista,1,1,1,35,167.64,167.64,135,1.0,8,3,0,6,1,3.31,0.41,0.7,1.68,0.41,29,28,175.26,175.26,135,1.0,3,0,1,2,0,5.69,0.48,1.0,2.25,0.44,11,1,3,2,2,1
1265,Vanessa Demopoulos,Jinh Yu Frey,0,0,1,33,157.48,149.86,115,1.0,1,1,1,2,0,3.98,0.41,0.6,0.42,0.11,7,37,160.02,165.1,115,0.0,2,0,2,2,0,2.97,0.43,0.3,1.02,0.36,12,0,0,0,2,0
1266,Calvin Kattar,Josh Emmett,2,1,0,34,180.34,182.88,145,1.0,7,0,1,3,0,4.76,0.39,0.1,0.39,0.29,31,37,167.64,177.8,145,1.0,8,0,4,2,0,4.04,0.36,0.1,0.91,0.37,25,1,3,4,5,3
1267,Tim Means,Kevin Holland,4,1,1,38,187.96,190.5,170,1.0,14,2,3,9,0,5.08,0.49,0.2,1.16,0.4,54,29,190.5,205.74,185,1.0,10,2,1,4,0,4.25,0.49,0.6,0.84,0.38,39,1,7,5,4,4
1268,Joaquin Buckley,Albert Duraev,5,1,1,28,177.8,193.04,170,0.0,4,0,2,2,0,4.25,0.36,0.0,1.69,0.44,14,33,180.34,190.5,185,1.0,2,1,2,0,0,2.99,0.4,0.6,1.97,0.29,4,0,1,3,1,0
1269,Damir Ismagulov,Guram Kutateladze,3,1,1,31,177.8,187.96,155,1.0,4,0,4,0,0,3.36,0.42,0.0,1.0,0.28,12,30,180.34,182.88,155,1.0,1,0,1,0,0,3.95,0.45,0.0,0.77,0.2,3,0,4,0,1,0
1270,Julian Marquez,Gregory Rodrigues,5,1,1,32,187.96,182.88,185,1.0,4,3,2,1,0,4.85,0.45,2.6,0.0,0.0,12,30,190.5,190.5,185,1.0,2,0,0,2,1,5.52,0.56,0.4,2.74,0.41,9,1,0,1,1,1
1271,Adrian Yanez,Tony Kelley,1,1,1,28,170.18,177.8,135,1.0,5,0,5,0,0,6.51,0.41,0.0,0.0,0.0,10,35,175.26,177.8,135,1.0,2,0,2,1,0,5.55,0.47,1.4,0.0,0.0,8,0,1,4,1,1
1272,Jasmine Jasudavicius,Natalia Silva,0,0,1,33,170.18,172.72,125,1.0,2,0,2,0,0,3.79,0.45,0.5,2.39,0.41,6,25,162.56,165.1,125,0.0,0,0,0,0,0,4.53,0.44,0.0,0.5,0.28,0,1,2,0,0,0
1273,Court McGee,Jeremiah Wells,4,1,1,37,180.34,190.5,170,1.0,10,2,2,9,0,4.6,0.37,0.4,1.84,0.25,54,35,175.26,187.96,170,1.0,2,1,2,0,0,2.41,0.43,0.8,3.08,0.44,3,1,8,0,0,1
1274,Ricardo Ramos,Danny Chavez,2,1,1,26,175.26,182.88,145,1.0,6,1,0,3,1,3.03,0.36,0.8,2.77,0.61,21,35,172.72,170.18,145,1.0,1,0,0,1,1,2.86,0.38,0.0,1.95,0.6,9,0,4,1,1,0
1275,Maria Oliveira,Gloria de Paula,0,0,1,25,167.64,175.26,115,1.0,0,0,0,2,2,5.03,0.38,0.0,0.95,0.44,4,27,165.1,170.18,115,1.0,2,0,1,2,0,4.89,0.53,0.5,0.74,0.37,10,0,0,0,2,0
1276,Eddie Wineland,Cody Stamann,1,1,1,37,170.18,175.26,135,1.0,11,0,0,11,2,3.4,0.29,0.1,0.34,0.33,49,32,167.64,162.56,135,1.0,5,0,0,4,3,4.35,0.47,0.0,2.22,0.37,27,1,3,8,5,0
1277,Phil Hawes,Deron Winn,5,1,1,33,182.88,195.58,185,1.0,4,0,0,2,1,5.33,0.59,0.2,2.11,0.34,11,33,167.64,177.8,185,1.0,2,0,1,2,0,4.55,0.44,0.0,4.28,0.52,12,0,2,2,2,0
1278,Roman Dolidze,Kyle Daukaus,5,1,1,33,187.96,193.04,185,1.0,3,0,1,1,0,3.13,0.42,1.1,1.26,0.4,10,29,190.5,193.04,185,0.0,3,1,1,2,0,3.22,0.52,1.9,2.12,0.25,14,0,2,1,2,0
1279,Glover Teixeira,Jiri Prochazka,6,1,0,42,187.96,193.04,205,1.0,19,8,6,6,0,3.73,0.49,0.9,2.11,0.33,56,29,190.5,203.2,205,1.0,2,0,2,0,0,5.38,0.55,0.2,0.72,0.6,4,1,3,8,0,2
1280,Valentina Shevchenko,Taila Santos,0,0,0,34,165.1,167.64,125,0.0,11,2,8,2,0,3.28,0.52,0.4,2.56,0.63,46,28,167.64,172.72,125,1.0,5,1,4,1,0,3.39,0.48,1.1,2.0,0.76,16,0,5,4,4,0
1281,Zhang Weili,Joanna Jedrzejczyk,0,0,1,32,162.56,160.02,115,1.0,5,1,0,2,2,5.66,0.53,0.5,2.51,0.46,19,34,167.64,165.1,115,1.0,10,0,0,4,1,6.28,0.48,0.1,0.27,0.62,55,0,3,1,8,2
1282,Andre Fialho,Jake Matthews,4,1,1,28,182.88,187.96,170,1.0,2,0,2,1,0,3.3,0.41,0.0,0.25,1.0,5,27,180.34,185.42,170,1.0,10,4,0,5,1,3.38,0.44,0.6,1.56,0.41,37,1,0,2,5,1
1283,Jack Della Maddalena,Ramazan Emeev,4,1,1,25,180.34,185.42,170,1.0,2,0,2,0,0,6.74,0.53,0.2,0.21,0.16,4,35,177.8,193.04,170,0.0,5,0,0,2,1,2.53,0.45,0.7,2.37,0.29,21,0,1,1,5,0
1284,SeungWoo Choi,Josh Culibao,2,1,1,29,182.88,187.96,145,1.0,3,0,0,3,1,3.51,0.39,0.0,0.86,0.54,15,28,177.8,185.42,145,1.0,1,0,1,1,0,3.41,0.44,0.3,0.0,0.0,8,1,2,1,1,0
1285,Maheshate,Steve Garcia,3,1,1,22,182.88,180.34,155,1.0,1,0,1,0,0,3.9,0.28,0.0,0.0,0.0,3,30,182.88,190.5,145,0.0,2,0,1,1,0,5.0,0.56,0.6,1.27,0.4,6,0,1,0,0,2
1286,Brendan Allen,Jacob Malkoun,5,1,1,26,187.96,190.5,185,1.0,7,4,1,2,0,3.98,0.53,1.4,1.74,0.47,17,26,175.26,185.42,185,1.0,2,0,2,1,0,3.86,0.56,0.4,6.62,0.42,7,0,2,1,2,0
1287,Kyung Ho Kang,Batgerel Danaa,1,1,1,34,175.26,185.42,135,1.0,6,3,0,3,1,3.13,0.47,0.8,1.97,0.5,26,32,170.18,177.8,135,1.0,3,0,0,2,1,5.38,0.36,0.0,0.52,0.5,8,0,3,0,0,3
1288,Liang Na,Silvana Gomez Juarez,0,0,1,25,165.1,170.18,125,1.0,0,0,0,1,1,1.99,0.42,0.5,3.6,0.58,2,37,160.02,165.1,115,1.0,0,0,0,2,2,4.26,0.32,0.0,0.0,0.0,2,1,0,0,0,0
1289,Ramona Pascual,Joselyne Edwards,2,0,1,33,170.18,167.64,135,0.0,0,0,0,1,1,3.87,0.57,0.0,1.81,0.19,3,26,172.72,177.8,135,1.0,1,0,0,2,2,4.35,0.51,0.4,0.88,0.33,9,1,0,0,1,0
1290,Alexander Volkov,Jairzinho Rozenstruik,7,1,0,33,200.66,203.2,250,1.0,8,0,0,4,1,5.13,0.57,0.2,0.45,0.63,37,34,187.96,198.12,242,1.0,6,0,0,3,1,3.75,0.49,0.0,0.0,0.0,21,0,4,4,0,6
1291,Dan Ige,Movsar Evloev,2,1,1,30,170.18,180.34,145,1.0,8,2,0,4,2,3.7,0.45,0.3,0.99,0.26,34,28,170.18,182.88,145,1.0,5,0,5,0,0,4.43,0.48,0.2,4.75,0.46,15,1,4,2,5,0
1292,Michael Trizano,Lucas Almeida,2,1,1,30,180.34,180.34,145,1.0,3,0,0,2,1,3.63,0.53,0.5,0.36,0.66,14,31,180.34,180.34,145,1.0,0,0,0,1,1,4.94,0.43,0.0,0.0,0.0,3,1,3,0,0,0
1293,Karine Silva,Poliana Botelho,0,0,1,28,165.1,170.18,125,1.0,1,1,1,0,0,2.67,0.35,2.2,3.59,0.72,2,33,172.72,170.18,125,1.0,3,0,0,3,2,2.9,0.58,0.0,0.85,0.57,14,0,0,0,2,1
1294,Ode Osbourne,Zarrukh Adashev,0,1,1,30,170.18,185.42,125,0.0,3,1,1,2,0,3.46,0.38,0.2,1.27,0.27,7,29,165.1,165.1,125,0.0,1,0,1,2,0,3.65,0.4,0.5,0.0,0.0,7,0,1,1,1,0
1295,Alonzo Menifield,Askar Mozharov,6,1,1,34,182.88,193.04,205,1.0,6,1,0,3,1,3.77,0.54,0.2,0.63,0.33,16,27,190.5,187.96,205,1.0,0,0,0,0,0,0.43,0.18,0.0,0.0,0.0,0,0,1,4,0,0
1296,Felice Herrig,Karolina Kowalkiewicz,0,0,1,37,162.56,165.1,115,1.0,5,2,0,4,3,3.84,0.37,0.8,1.08,0.28,22,36,160.02,162.56,115,1.0,5,0,0,7,5,5.71,0.43,0.2,0.34,0.23,32,1,3,0,5,0
1297,Joe Solecki,Alex Da Silva,3,1,1,28,175.26,177.8,155,1.0,4,2,0,1,1,1.98,0.56,1.4,2.23,0.46,11,26,172.72,185.42,155,1.0,1,0,0,2,1,2.14,0.46,0.3,1.97,0.43,8,0,2,0,1,0
1298,Damon Jackson,Dan Argueta,2,1,1,33,180.34,180.34,145,1.0,3,2,2,2,0,2.9,0.42,1.2,2.34,0.34,15,28,170.18,172.72,135,0.0,0,0,0,0,0,2.18,0.45,1.6,4.45,0.48,0,0,1,0,0,0
1299,Niklas Stolze,Benoit Saint Denis,3,1,1,29,185.42,187.96,155,1.0,0,0,0,2,2,2.12,0.48,0.7,0.66,1.0,4,26,180.34,185.42,155,0.0,0,0,0,1,1,5.7,0.54,1.5,4.76,0.37,3,1,0,0,0,0
1300,Johnny Munoz,Tony Gravely,1,1,1,29,175.26,180.34,135,1.0,1,1,1,1,0,2.44,0.36,1.8,2.4,0.25,5,30,165.1,175.26,135,1.0,4,0,1,2,0,3.82,0.48,0.3,5.4,0.41,16,1,0,0,2,2
1301,Jeff Molina,Zhalgas Zhumagulov,0,1,1,24,167.64,175.26,125,1.0,3,0,3,0,0,7.25,0.48,0.0,0.0,0.0,8,33,162.56,167.64,125,1.0,1,1,0,3,1,5.24,0.43,0.2,1.3,0.19,8,0,2,1,0,0
1302,Rinat Fakhretdinov,Andreas Michailidis,4,1,1,30,182.88,187.96,170,1.0,0,0,0,0,0,4.17,0.54,0.2,4.43,0.46,0,33,182.88,193.04,170,1.0,1,0,0,2,1,2.9,0.51,0.0,1.12,0.27,6,0,0,0,1,0
1303,Erin Blanchfield,JJ Aldrich,0,0,1,23,162.56,167.64,125,1.0,2,0,2,0,0,5.47,0.45,1.0,2.05,0.33,6,29,165.1,170.18,125,0.0,7,0,3,3,0,3.88,0.46,0.0,0.66,0.23,29,0,2,0,7,0
